SummitName,Latitude,Longitude,Reference,Points,OSM_Node_ID
Cleeve Hill,51.9199,-2.0059,G/CE-001,1,6697476575
Walton Hill,52.41621,-2.08582,G/CE-002,1,926404083
Bredon Hill,52.06073,-2.06324,G/CE-003,1,300924099
Bardon Hill,52.71442,-1.31928,G/CE-004,1,1651815079
Wendover Woods,51.77242,-0.71117,G/CE-005,1,1430010075
High Willhays,50.6852,-4.01116,G/DC-001,4,325680713
Brown Willy,50.59059,-4.60274,G/DC-002,1,762003017
Kit Hill,50.51919,-4.29387,G/DC-003,1,1025328847
Christ Cross,50.83723,-3.47248,G/DC-005,1,11297971392
Carnmenellis,50.18306,-5.22932,G/DC-006,1,7895334432
Watch Croft,50.16503,-5.61347,G/DC-007,1,643879427
Hensbarrow Downs,50.38308,-4.81278,G/DC-008,1,11298069714
Scafell Pike,54.45426,-3.21168,G/LD-001,10,29877965
Helvellyn,54.527,-3.01751,G/LD-003,10,29730755
Skiddaw,54.65139,-3.14776,G/LD-004,10,321811440
Great Gable,54.48208,-3.2193,G/LD-005,8,29958559
Pillar,54.49748,-3.28113,G/LD-006,8,29961844
Fairfield,54.49705,-2.99165,G/LD-007,8,53942083
Blencathra - Hallsfell Top,54.63995,-3.04979,G/LD-008,8,5649488237
Grasmoor,54.57164,-3.27791,G/LD-009,8,29953931
St Sunday Crag,54.51194,-2.97584,G/LD-010,8,29730751
High Street,54.49169,-2.86486,G/LD-011,8,560046175
High Stile,54.52184,-3.2837,G/LD-012,8,11831393362
The Old Man of Coniston,54.37066,-3.12145,G/LD-013,8,5378256988
Kirk Fell,54.48332,-3.24412,G/LD-014,8,4891950620
Grisedale Pike,54.59175,-3.24207,G/LD-015,6,29953928
Red Screes,54.47058,-2.93257,G/LD-017,6,29728741
Stony Cove Pike,54.48206,-2.90008,G/LD-018,6,1788886481
High Raise,54.47596,-3.11127,G/LD-019,6,29766670
Dale Head,54.52724,-3.20228,G/LD-020,6,3100546652
Robinson,54.54081,-3.23508,G/LD-021,6,29954134
Seat Sandal,54.49486,-3.01403,G/LD-022,6,29728749
Knott,54.68698,-3.09332,G/LD-023,6,29953213
Pike of Blisco,54.42811,-3.12493,G/LD-024,6,29877463
Seatallan,54.46407,-3.32827,G/LD-025,4,5026160162
Tarn Crag (Sleddale),54.46346,-2.79066,G/LD-026,4,29764877
Place Fell,54.54427,-2.92073,G/LD-027,4,560045782
Harter Fell (Eskdale),54.38692,-3.20452,G/LD-028,4,29877478
Illgill Head,54.43293,-3.28263,G/LD-029,4,29877962
Black Combe,54.25776,-3.32857,G/LD-030,4,48394298
Blake Fell,54.56457,-3.3772,G/LD-031,2,4843793523
Whitfell,54.32547,-3.2949,G/LD-032,2,1207411326
Lord's Seat,54.62782,-3.23398,G/LD-033,2,8407752064
Hard Knott,54.41103,-3.18503,G/LD-034,2,29877472
Great Mell Fell,54.61985,-2.93564,G/LD-035,2,7168689663
Mellbreak,54.55558,-3.31826,G/LD-036,2,29958541
Little Mell Fell,54.60802,-2.89447,G/LD-037,2,4997369059
Grayrigg Forest,54.39211,-2.61958,G/LD-038,1,560046468
Lingmoor Fell,54.43207,-3.07641,G/LD-040,1,29877459
Binsey,54.7088,-3.20419,G/LD-041,1,9337550076
Low Fell,54.59136,-3.33661,G/LD-042,1,29958534
Hallin Fell,54.57041,-2.8785,G/LD-043,1,560045811
High Rigg,54.58843,-3.07157,G/LD-044,1,29765655
Dent,54.50233,-3.48165,G/LD-045,1,3484890828
Lambrigg Fell,54.34149,-2.63702,G/LD-046,1,2137731691
Loughrigg Fell,54.43745,-3.00836,G/LD-047,1,1779620834
Top o'Selside,54.31808,-3.06385,G/LD-048,1,11298131241
Kirkby Moor,54.24558,-3.13726,G/LD-049,1,7342917895
Gummer's How,54.28836,-2.93791,G/LD-050,1,10266953034
Holme Fell,54.3963,-3.05653,G/LD-051,1,29876663
Hutton Roof Crags,54.19141,-2.68044,G/LD-052,1,31361426
Claife Heights,54.36786,-2.95265,G/LD-053,1,5785216870
Watch Hill,54.67445,-3.30415,G/LD-054,1,11298159666
Whitbarrow - Lord's Seat,54.276,-2.85883,G/LD-056,1,434309611
Swinside,54.59153,-3.17248,G/LD-057,1,4872184186
Arnside Knott,54.19019,-2.83503,G/LD-058,1,31390029
Muncaster Fell,54.37582,-3.36314,G/LD-059,1,11297436771
Cross Fell,54.70309,-2.48694,G/NP-001,8,9384058418
Mickle Fell,54.6157,-2.30188,G/NP-002,6,426617816
Burnhope Seat,54.73258,-2.33626,G/NP-003,6,1825151193
Whernside,54.22895,-2.40201,G/NP-004,6,82424124
Ingleborough,54.16643,-2.39782,G/NP-005,6,249351568
Great Shunner Fell,54.37089,-2.23452,G/NP-006,6,477367984
Wild Boar Fell,54.3841,-2.37411,G/NP-007,6,29535848
Great Whernside,54.16105,-1.99836,G/NP-008,6,321052886
Buckden Pike,54.20486,-2.0616,G/NP-009,6,410142569
Pen-y-ghent,54.15601,-2.24874,G/NP-010,4,312154686
Great Coum,54.24707,-2.46056,G/NP-011,4,31361605
Baugh Fell - Tarn Rigg Hill,54.31974,-2.39985,G/NP-012,4,29533300
The Calf,54.36784,-2.51335,G/NP-013,4,9439548715
Rogan's Seat,54.42294,-2.12591,G/NP-014,4,479135860
Great Knoutberry Hill,54.27965,-2.32609,G/NP-015,4,29532668
Dodd Fell Hill,54.25668,-2.24557,G/NP-016,4,31575313
Fountains Fell,54.13993,-2.20941,G/NP-017,4,3065800404
Nine Standards Rigg,54.4499,-2.27036,G/NP-018,4,1270106124
Yarlside,54.38132,-2.48544,G/NP-019,4,8959265086
Cold Fell,54.89391,-2.61625,G/NP-020,4,9516211445
Calf Top,54.26518,-2.51661,G/NP-022,4,31361606
Aye Gill Pike,54.29238,-2.43063,G/NP-023,2,434373260
Hoove,54.45761,-1.99872,G/NP-024,2,4518614958
Kisdon,54.39405,-2.15689,G/NP-026,1,478869206
Dufton Pike,54.6339,-2.46647,G/NP-027,1,426584590
Rombalds Moor,53.90307,-1.82694,G/NP-028,1,29457183
Sharp Haw,53.99347,-2.06333,G/NP-029,1,289583508
Birks Fell,54.18296,-2.12594,G/NP-031,4,410145173
Cracoe Fell,54.02553,-2.012,G/NP-032,2,410131453
The Cheviot,55.47847,-2.14544,G/SB-001,8,316697182
Peel Fell,55.2902,-2.5906,G/SB-004,4,319579246
Sighty Crag,55.12109,-2.62663,G/SB-005,2,2643941948
Shillhope Law,55.38092,-2.20182,G/SB-006,2,471580381
Tosson Hill,55.27836,-1.99395,G/SB-007,1,360252066
Long Crag,55.35664,-1.90369,G/SB-008,1,360208858
Ros Castle,55.52158,-1.87321,G/SB-009,1,525280314
Housedon Hill,55.58796,-2.15675,G/SB-010,1,524601789
Dunkery Beacon,51.16279,-3.58673,G/SC-001,2,431363823
Wills Neck,51.10958,-3.19371,G/SC-002,1,322900909
Beacon Batch,51.31215,-2.74082,G/SC-003,1,412828748
Staple Hill,50.94454,-3.08257,G/SC-004,1,11298073622
Selworthy Beacon,51.22082,-3.54951,G/SC-005,1,5673272098
Periton Hill,51.18691,-3.50877,G/SC-006,1,5673265973
Long Knoll,51.13775,-2.30714,G/SC-007,1,3129491118
Win Green,50.98558,-2.108,G/SC-008,1,477241085
Lewesdon Hill,50.80732,-2.79935,G/SC-009,1,9765250210
Dundry Down,51.39774,-2.64337,G/SC-010,1,390194976
Hardown Hill,50.74497,-2.84428,G/SC-011,1,1600651254
Nine Barrow Down,50.63048,-1.98937,G/SC-013,1,2776438760
Walbury Hill,51.35249,-1.46508,G/SE-001,1,8088274
Leith Hill,51.1765,-0.37144,G/SE-002,1,266529756
Black Down,51.05863,-0.68938,G/SE-003,1,262686
Butser Hill,50.97784,-0.98028,G/SE-004,1,29267161
Botley Hill,51.27884,-0.01262,G/SE-005,1,2101166160
Ditchling Beacon,50.90174,-0.10763,G/SE-006,1,33825466
Crowborough,51.0551,0.15387,G/SE-007,1,11298022886
St Boniface Down,50.60357,-1.19759,G/SE-008,1,2293011934
Chanctonbury Ring,50.89658,-0.38222,G/SE-009,1,29543228
Firle Beacon,50.83379,0.10815,G/SE-010,1,9137750946
Wilmington Hill,50.80982,0.19654,G/SE-011,1,10062571934
Brighstone Down,50.6606,-1.38955,G/SE-012,1,597758184
Detling Hill,51.29848,0.58556,G/SE-013,1,11298022644
Cliffe Hill,50.87811,0.03703,G/SE-014,1,369309854
Kinder Scout,53.38481,-1.87391,G/SP-001,4,29133498
Black Hill,53.53801,-1.88531,G/SP-002,2,266946605
Ward's Stone,54.02302,-2.62434,G/SP-003,2,11280711003
Shining Tor,53.26073,-2.00947,G/SP-004,2,671766423
Pendle Hill,53.86856,-2.29857,G/SP-005,2,29798197
White Hill,54.02409,-2.49928,G/SP-006,2,31376757
Fair Snape Fell,53.91993,-2.61485,G/SP-007,2,29517111
Boulsworth Hill - Lad Law,53.81692,-2.10825,G/SP-008,2,29784305
Hail Storm Hill,53.67034,-2.25126,G/SP-009,1,30844599
Winter Hill,53.6299,-2.51576,G/SP-010,1,872428124
Freeholds Top,53.69328,-2.14384,G/SP-011,1,6422186170
Easington Fell,53.93359,-2.41231,G/SP-012,1,29759944
Gun,53.15078,-2.04622,G/SP-013,1,810732180
Longridge Fell - Spire Hill,53.86463,-2.52157,G/SP-014,1,434346494
The Cloud,53.17037,-2.1447,G/SP-015,1,638787201
Billinge Hill,53.50767,-2.71685,G/SP-017,1,30581674
Urra Moor - Round Hill,54.40637,-1.08592,G/TW-001,1,9530459052
Cringle Moor - Drake Howe,54.41927,-1.17322,G/TW-002,1,196179449
Gisborough Moor,54.50308,-1.02489,G/TW-003,1,11298038772
Bishop Wilton Wold,54.00271,-0.74771,G/TW-004,1,1507527856
Normanby Top,53.45306,-0.31316,G/TW-005,1,334271479
Brown Clee Hill,52.47673,-2.59958,G/WB-002,2,3378647270
Stiperstones,52.58192,-2.93486,G/WB-003,2,390224707
Titterstone Clee Hill,52.39805,-2.60196,G/WB-004,2,356759950
Long Mynd - Pole Bank,52.54467,-2.86378,G/WB-005,2,538343310
Caer Caradoc Hill,52.55384,-2.77212,G/WB-006,1,270666596
Heath Mynd,52.5406,-2.98103,G/WB-007,1,3734048144
Hergest Ridge,52.19951,-3.0924,G/WB-008,1,1004173147
Worcestershire Beacon,52.10494,-2.33895,G/WB-009,1,96072663
The Wrekin,52.67023,-2.55104,G/WB-010,1,692358
Bradnor Hill,52.21949,-3.05192,G/WB-011,1,29272324
High Vinnalls,52.34722,-2.76782,G/WB-012,1,2897480630
Garway Hill,51.92128,-2.82029,G/WB-013,1,603392956
Burrow,52.44222,-2.91189,G/WB-014,1,11297682270
Callow Hill,52.46083,-2.79506,G/WB-015,1,11297688413
Wapley Hill,52.25629,-2.95731,G/WB-016,1,11298157362
Shobdon Hill,52.27141,-2.90721,G/WB-017,1,11298107927
View Edge,52.42383,-2.8502,G/WB-018,1,2309620764
May Hill,51.88919,-2.44389,G/WB-019,1,359373374
Burton Hill,52.13408,-2.88595,G/WB-020,1,11297687745
Ruardean Hill,51.84961,-2.53141,G/WB-021,1,11298087409
Seager Hill,52.03859,-2.54979,G/WB-022,1,11298096391
Hegdon Hill,52.18197,-2.60798,G/WB-023,1,11298047131
Aconbury Hill,51.9932,-2.7211,G/WB-024,1,538839570
Snaefell,54.26329,-4.46163,GD/GD-001,8,283514313
Slieau Freoaghane,54.26394,-4.54903,GD/GD-002,4,283520669
South Barrule,54.14948,-4.66929,GD/GD-003,4,283524052
Bradda Hill,54.10438,-4.76354,GD/GD-004,1,300040027
Mull Hill,54.07313,-4.76811,GD/GD-005,1,283516446
Trostan,55.04572,-6.1554,GI/AH-001,4,332372898
Knocklayd,55.16211,-6.25102,GI/AH-002,4,332372961
Slieveanorra,55.07418,-6.22472,GI/AH-003,4,332372943
Divis,54.61128,-6.01851,GI/AH-004,2,332373083
Agnew's Hill,54.84438,-5.93421,GI/AH-005,2,531557380
Mid Hill,54.97432,-6.12361,GI/AH-006,2,332373222
Slemish,54.88135,-6.09737,GI/AH-007,2,332373236
Big Collin,54.80212,-6.08494,GI/AH-008,1,332373517
Carnearny,54.76844,-6.17355,GI/AH-009,1,9321475819
Slievetrue,54.73203,-5.91023,GI/AH-010,1,332373471
Cross Slieve,55.09738,-6.06458,GI/AH-011,1,332373583
Slieve Gullion,54.12186,-6.43344,GI/CA-001,4,332372870
Camlough Mountain,54.16602,-6.39466,GI/CA-002,2,332373306
Carrigatuke,54.22972,-6.61536,GI/CA-003,1,332373420
Croslieve,54.08703,-6.46954,GI/CA-004,1,332373461
Tievecrom,54.07674,-6.43784,GI/CA-005,1,332373552
Slieve Donard,54.18027,-5.9208,GI/MM-001,10,332372503
Slieve Commedagh,54.18873,-5.93875,GI/MM-002,8,332372550
Slieve Binnian,54.14193,-5.98001,GI/MM-003,8,332372563
Slieve Bearnagh,54.1842,-5.98953,GI/MM-004,8,332372576
Slieve Meelbeg,54.18373,-6.00829,GI/MM-005,8,332372585
Slievelamagan,54.16613,-5.96606,GI/MM-006,8,332372600
Slieve Muck,54.15801,-6.03965,GI/MM-007,6,332372660
Eagle Mountain,54.14012,-6.09726,GI/MM-008,6,531557380
Slievemoughanmore,54.14988,-6.08916,GI/MM-009,4,332372847
Slieve Croob,54.34001,-5.97346,GI/MM-010,4,332372936
Slievemartin,54.09356,-6.16512,GI/MM-011,2,332373029
Slievenaglogh,54.13966,-6.01311,GI/MM-012,2,332373139
Gruggandoo,54.16451,-6.16351,GI/MM-013,1,7900652270
Knockchree,54.08649,-6.05845,GI/MM-014,1,332373463
Slievenalargy,54.25194,-6.01079,GI/MM-015,1,6247444998
Cairngaver,54.61626,-5.74957,GI/MM-017,1,332373594
Sawel Mountain,54.81971,-7.03942,GI/SM-001,6,332372624
Mullaghclogha,54.80646,-7.13413,GI/SM-002,6,332372716
Mullaghaneany,54.83073,-6.93477,GI/SM-003,6,332372737
Carnanelly,54.77233,-6.952,GI/SM-004,4,332372854
Mullaghmore,54.8497,-6.85098,GI/SM-005,4,332372896
Mullaghcarn,54.67432,-7.20943,GI/SM-006,4,332372884
Slieve Gallion,54.73186,-6.76124,GI/SM-007,4,332372934
Mullaghash,54.86075,-7.00412,GI/SM-008,2,332373086
Benbradagh,54.94406,-6.8741,GI/SM-009,2,332373069
Curraghchosaly Mountain,54.70089,-7.25933,GI/SM-010,2,332373275
Owenreagh Hill,54.80919,-7.34755,GI/SM-011,2,332373444
Balix Hill,54.81139,-7.26197,GI/SM-012,2,332373346
Donald's Hill,54.99764,-6.83979,GI/SM-013,1,332373447
Loughermore,54.98442,-7.08073,GI/SM-014,1,332373446
Binevenagh,55.11334,-6.91792,GI/SM-015,1,2868111720
Craignamaddy,54.74985,-7.1901,GI/SM-016,1,332373429
Oughtmore,54.69616,-6.87788,GI/SM-017,1,332373436
Slievekirk,54.9194,-7.29742,GI/SM-018,1,2868111720
Crocknamoghil,54.71061,-7.104,GI/SM-019,1,332373497
Crockdooish,54.86654,-7.17686,GI/SM-020,1,332373482
Slievemore,54.49847,-7.0855,GI/SM-021,1,6439499342
Holywell Hill,54.99989,-7.39915,GI/SM-022,1,2868111720
Clondermot Hill,54.95997,-7.32325,GI/SM-023,1,332373591
Gortmonly Hill,54.91807,-7.38322,GI/SM-024,1,332373592
Bessy Bell,54.6852,-7.39559,GI/SW-001,2,332373258
Belmore Mountain,54.32445,-7.78783,GI/SW-002,1,332373448
Tullybrack,54.36081,-7.86231,GI/SW-003,1,332373426
Slieve Beagh,54.33876,-7.1954,GI/SW-004,1,332373405
Bolaght Mountain,54.63601,-7.59966,GI/SW-005,1,332373511
Dooish,54.57551,-7.51366,GI/SW-006,1,332373504
Brougher Mountain,54.42168,-7.46311,GI/SW-007,1,332373477
Pollnalaght,54.57789,-7.42908,GI/SW-008,1,2868111720
Mullaghcroy,54.68321,-7.49066,GI/SW-009,1,2868111720
Les Platons (Jersey),49.2479,-2.1055,GJ/JE-001,1,5300394261
Ben Lawers,56.54492,-4.22086,GM/CS-001,10,55560959
Creag Meagaidh,56.95202,-4.60212,GM/CS-002,10,273875302
Beinn a'Ghlo - Carn nan Gabhar,56.83984,-3.68806,GM/CS-003,10,304802134
Meall Garbh,56.56612,-4.20771,GM/CS-004,10,258827824
Schiehallion,56.66693,-4.10023,GM/CS-005,8,273925520
Beinn a'Chreachain,56.56039,-4.64762,GM/CS-006,8,258829862
Beinn Heasgarnich,56.51027,-4.57922,GM/CS-007,8,258829700
Beinn Dorain,56.50287,-4.72216,GM/CS-008,8,252103762
Braigh Coire Chruinn-bhalgain,56.83108,-3.72951,GM/CS-009,8,304802133
Meall Corranaich,56.54095,-4.25347,GM/CS-010,8,258827819
Glas Tulaichean,56.86576,-3.55816,GM/CS-011,8,304807286
Beinn a'Chaorainn,56.92862,-4.65364,GM/CS-012,8,255424958
Creag Mhor,56.48952,-4.61404,GM/CS-013,8,258829658
Beinn Iutharn Mhor,56.89499,-3.56823,GM/CS-014,8,304807034
Meall nan Tarmachan,56.52166,-4.30134,GM/CS-015,8,258825903
Carn Mairg,56.63464,-4.14561,GM/CS-016,8,273926870
Meall Ghaordaidh,56.52581,-4.41665,GM/CS-017,8,273933147
Beinn Achaladair,56.55189,-4.69453,GM/CS-018,8,258830387
Carn Gorm,56.62254,-4.22602,GM/CS-019,8,273931434
Carn an Righ,56.87658,-3.59527,GM/CS-020,8,304807031
Ben Challum,56.45457,-4.61918,GM/CS-021,8,258829659
Beinn Udlamain,56.83545,-4.32998,GM/CS-022,8,273889602
Beinn Dearg,56.87735,-3.88372,GM/CS-023,8,304797326
An Sgarsoch,56.93211,-3.75429,GM/CS-024,8,304807030
Beinn an Dothaidh,56.53013,-4.71396,GM/CS-025,8,252103765
Meall Greigh,56.56742,-4.15956,GM/CS-026,8,258828481
Carn an Fhidhleir (Carn Ealar),56.93602,-3.80153,GM/CS-027,6,1158412531
Sgairneach Mhor,56.82845,-4.29779,GM/CS-028,6,273889197
Carn Liath,56.80777,-3.74409,GM/CS-029,6,304798882
Carn a'Gheoidh,56.87307,-3.46662,GM/CS-030,6,304808495
Carn a'Chlamain,56.86097,-3.77963,GM/CS-031,6,304804664
Stuchd an Lochain,56.57091,-4.4706,GM/CS-032,6,273932388
Meall Glas,56.45571,-4.54682,GM/CS-033,6,258829589
Beinn Mhanach,56.53404,-4.64604,GM/CS-034,6,258830136
Meall Chuaich,56.96385,-4.11257,GM/CS-035,6,273890318
Carn Bhac,56.93054,-3.56088,GM/CS-036,6,304807922
Carn Dearg,57.09226,-4.25325,GM/CS-037,6,273881344
An Socach,56.90229,-3.51316,GM/CS-038,6,304808493
Carn na Caim,56.91174,-4.17448,GM/CS-039,6,273886843
Meall Buidhe,56.61722,-4.44864,GM/CS-040,6,273931436
Meall a'Choire Leith,56.56631,-4.25962,GM/CS-041,6,258827818
Sgiath Chuil,56.45315,-4.49565,GM/CS-042,6,258829325
Geal-charn,56.87443,-4.30452,GM/CS-043,6,273887885
Beinn Teallach,56.93593,-4.69475,GM/CS-044,6,255424272
Beinn Bhreac,56.91613,-3.86034,GM/CS-045,6,1877597135
Leathad an Taobhain,56.94865,-3.93865,GM/CS-046,6,1158418395
Beinn nan Oighreag,56.54009,-4.37324,GM/CS-047,6,2354532494
Meall Buidhe,56.57015,-4.562,GM/CS-048,6,1223791106
Ben Vuirich,56.81074,-3.64401,GM/CS-049,6,1949943102
Beinn Odhar,56.46766,-4.70044,GM/CS-050,6,1189404108
Beinn Mheadhonach,56.86095,-3.83846,GM/CS-051,6,2704185195
Gairbeinn,57.05199,-4.53968,GM/CS-052,4,2290132499
Beinn a'Chuallaich,56.72902,-4.15152,GM/CS-053,4,609894779
Beinn a'Chaisteil,56.49062,-4.6861,GM/CS-054,4,1189404567
Cam Chreag,56.47606,-4.63916,GM/CS-055,4,1189404146
Carn an Fhreiceadain,57.13736,-4.10736,GM/CS-056,4,926742384
A'Chaoirnich,56.90042,-4.07819,GM/CS-057,4,267985084
Cam Chreag,56.61109,-4.38563,GM/CS-058,4,609911588
Meall na h-Aisre,57.06742,-4.45036,GM/CS-059,4,2704220126
Morrone,56.98079,-3.42958,GM/CS-060,4,295151074
Carn Dearg Mor,56.9968,-3.93865,GM/CS-061,4,2444678426
Stob an Aonaich Mhoir,56.7933,-4.39609,GM/CS-062,4,2704233433
Beinn nan Imirean,56.44413,-4.56584,GM/CS-063,4,425760143
Beinn Mholach,56.75953,-4.3121,GM/CS-064,4,611776729
Ben Vrackie,56.74895,-3.71727,GM/CS-065,4,1281822532
Sron a'Choire Chnapanich,56.57418,-4.51486,GM/CS-066,4,1222255348
Carn Dearg,56.95981,-4.72333,GM/CS-067,4,2704345142
Beinn Dearg,56.61893,-4.26897,GM/CS-068,4,608532699
An Dun,56.8948,-4.10863,GM/CS-069,4,267866476
Geal-charn Mor,57.18695,-3.92692,GM/CS-070,4,1583217125
Beinn Chaorach,56.45889,-4.66494,GM/CS-071,4,1189403941
Carn a'Chuilinn,57.09427,-4.61484,GM/CS-072,4,2704166420
Carn Dearg,57.03113,-4.72043,GM/CS-073,4,2290185010
Carn na Saobhaidhe,57.19897,-4.32052,GM/CS-074,4,1987043560
Beinn nam Fuaran,56.50716,-4.66466,GM/CS-075,4,1189404049
Meall nan Subh,56.5245,-4.50381,GM/CS-076,4,2354520257
Ben Gulabin,56.83265,-3.47589,GM/CS-077,4,2436863358
The Sow of Atholl,56.8381,-4.25518,GM/CS-078,4,611774822
Beinn Iaruinn,56.97015,-4.80315,GM/CS-079,4,2704057010
Meall Tairneachan,56.6659,-3.94741,GM/CS-080,4,609674035
Farragon Hill,56.67506,-3.89421,GM/CS-081,4,609678313
Meall nam Maigheach,56.56287,-4.3025,GM/CS-082,4,609926125
Meall na Leitreach,56.80404,-4.22799,GM/CS-083,4,611776508
Meallach Mhor,56.99279,-4.01527,GM/CS-084,4,2444678413
Carn Dearg,57.01574,-4.70735,GM/CS-085,4,2290185009
Creag Dhubh,57.04715,-4.18076,GM/CS-086,4,1434209916
Meall a'Mhuic,56.62743,-4.31725,GM/CS-087,4,609913095
Creag Liath,57.0785,-4.20612,GM/CS-088,4,2087514623
Leana Mhor,56.9503,-4.82178,GM/CS-089,2,2794349918
Leana Mhor,56.95178,-4.76904,GM/CS-090,2,2794350906
Carn Glas-choire,57.33944,-3.84328,GM/CS-091,2,2794209971
Creag Ruadh,56.96638,-4.16396,GM/CS-092,2,2107953699
Creag Dhubh,56.90297,-4.7558,GM/CS-093,2,2794308790
Blath Bhalg,56.73139,-3.60438,GM/CS-094,2,2444393940
Creag Ruadh,56.99113,-4.37491,GM/CS-095,2,2794311965
Carn na h-Easgainn,57.36182,-4.0898,GM/CS-096,2,2111391357
Carn nan Tri-tighearnan,57.42638,-3.96154,GM/CS-097,2,2794202181
Creag a'Mhadaidh,56.75674,-4.23473,GM/CS-098,2,2444423670
Leagag,56.6535,-4.41758,GM/CS-099,2,2354532493
Dun Coillich,56.65818,-4.02036,GM/CS-100,2,609886464
Beinn a'Mhonicag,56.92897,-4.81504,GM/CS-101,2,2794315667
Creag nam Mial,56.6692,-3.54554,GM/CS-102,2,2792717000
Beinn Mheadhoin,57.2625,-4.31587,GM/CS-103,2,2794303961
Beinn a'Bhacaidh,57.17125,-4.59584,GM/CS-104,2,1987043549
Carn na Loine,57.40572,-3.54948,GM/CS-105,2,1573078778
Creag a'Chliabhain,57.25364,-4.36227,GM/CS-106,2,373362005
Drumcroy Hill,56.74127,-4.059,GM/CS-107,2,609902901
Deuchary Hill,56.61857,-3.57032,GM/CS-108,2,2792709554
Meall Mor,57.39301,-4.10249,GM/CS-109,1,1445432421
Meall an Tarsaid,57.18351,-4.49727,GM/CS-110,1,1987043562
Creag Bheag,57.0896,-4.07102,GM/CS-111,1,968096414
Beinn Mhor,57.33229,-3.67312,GM/CS-112,1,2443790777
Tom Bailgeann,57.33392,-4.34659,GM/CS-113,1,2120027960
Drummond Hill,56.5846,-4.03738,GM/CS-114,1,2778998874
Knock of Braemoray,57.45509,-3.64849,GM/CS-115,1,2442929656
Hill of Persie,56.68797,-3.43422,GM/CS-116,1,2245079805
Stac na Cathaig,57.3414,-4.26127,GM/CS-117,1,2120027959
Stac Gorm,57.31583,-4.27565,GM/CS-118,1,1439616768
Creag nan Clag,57.32407,-4.33081,GM/CS-119,1,2120027958
Brown Muir,57.57782,-3.24161,GM/CS-120,1,2794213218
Hill of the Wangie,57.56548,-3.4448,GM/CS-121,1,2794223694
Newtyle Hill,56.55931,-3.54722,GM/CS-122,1,2792725554
Burgiehill,57.58418,-3.51146,GM/CS-123,1,2794222012
Meall Chomraidh,56.66814,-4.47554,GM/CS-124,1,2778938915
Sgurr Mor,57.70013,-5.01677,GM/NS-001,10,268246020
Sgurr nan Clach Geala,57.69628,-5.04824,GM/NS-002,8,268247095
Beinn Dearg,57.78635,-4.92956,GM/NS-003,8,266818065
An Teallach - Bidein a'Ghlas Thuill,57.8071,-5.25177,GM/NS-004,8,260179364
Ben Wyvis,57.67891,-4.57925,GM/NS-005,8,268248292
Mullach Coire Mhic Fhearchair,57.70902,-5.27134,GM/NS-006,8,266819353
Sgurr Breac,57.69194,-5.09131,GM/NS-007,6,268247484
A'Chailleach,57.69377,-5.12871,GM/NS-008,6,268247485
Ben More Assynt,58.13816,-4.85821,GM/NS-009,6,260271697
Sgurr Ban,57.71854,-5.2659,GM/NS-010,6,260198322
Slioch,57.66718,-5.34705,GM/NS-011,6,266821145
Cona' Mheall,57.79108,-4.90342,GM/NS-012,6,266818067
A'Mhaighdean,57.71965,-5.34672,GM/NS-013,6,260199981
Ben Klibreck - Meall nan Con,58.2352,-4.41113,GM/NS-014,6,260271377
Am Faochagach,57.7718,-4.8539,GM/NS-015,6,266818068
Beinn Tarsuinn,57.70205,-5.29163,GM/NS-016,6,260199074
Fionn Bheinn,57.61115,-5.10271,GM/NS-017,6,268238743
Eididh nan Clach Geala,57.8135,-4.9342,GM/NS-018,6,266818063
Seana Bhraigh,57.84733,-4.89662,GM/NS-019,6,266818066
Ben Hope,58.41311,-4.60786,GM/NS-020,6,260271376
Ruadh Stac Mor,57.72678,-5.32929,GM/NS-021,6,260199381
Beinn a'Chlaidheimh,57.74592,-5.25907,GM/NS-022,6,266818797
Foinaven - Ganu Mor,58.41206,-4.8857,GM/NS-023,6,181306323
Beinn Dearg Mor,57.7658,-5.30994,GM/NS-024,6,651538245
Beinn Enaiglair,57.7791,-4.98673,GM/NS-025,4,651510442
Ben Hee,58.26589,-4.68391,GM/NS-026,4,611220589
Beinn Lair,57.70384,-5.3892,GM/NS-027,4,651538276
Beinn a'Chaisgein Mor,57.75116,-5.39209,GM/NS-028,4,651538228
Cul Mor,58.05812,-5.11677,GM/NS-029,4,651297923
Canisp,58.12091,-5.05285,GM/NS-030,4,651297921
Carn Ban,57.84677,-4.80104,GM/NS-031,4,651510443
Carn Chuinneag,57.81381,-4.55414,GM/NS-032,4,651510755
Beinn Dearg Bheag,57.77599,-5.33143,GM/NS-033,4,1725309083
Breabag,58.09737,-4.90854,GM/NS-034,4,651297924
Quinag - Sail Gharbh,58.21515,-5.0499,GM/NS-035,4,1345712117
Creag Rainich,57.72566,-5.19902,GM/NS-036,4,651538251
Meallan Liath Coire Mhic Dhughaill,58.31007,-4.80567,GM/NS-037,4,611220580
Cranstackie,58.45743,-4.82872,GM/NS-038,4,611209749
Beinn Leoid,58.22202,-4.86161,GM/NS-039,4,1779549261
Beinn Airigh Charr,57.72756,-5.47761,GM/NS-040,4,651538289
Beinn a'Chaisteil,57.78092,-4.74299,GM/NS-041,4,651510754
Arkle,58.37106,-4.90364,GM/NS-042,4,611177597
Meall Horn,58.36168,-4.8176,GM/NS-043,4,611177601
Glas Bheinn,58.19268,-4.97057,GM/NS-044,4,613558916
